X1	X2	Y
3.291403733	2.886981459	1
3.101587466	2.139368196	1
3.791716561	2.656490998	1
2.676311446	2.782632103	1
3.970003154	2.369057017	1
3.138584497	4.246631284	1
1.058753934	3.150190594	1
4.572859415	1.514674307	1
1.696201205	2.456488795	1
2.998718911	3.467260387	1
2.287758052	1.83559201	1
4.149514695	3.141985067	1
2.847688702	4.40624828	1
2.427085566	3.442226648	1
1.929184515	3.934846736	1
1.406548051	3.258889512	1
3.796579756	2.219109809	1
3.600786383	2.767212345	1
2.098841135	1.105716617	1
3.210205748	1.204041895	1
1.817859247	2.592303812	1
